,tconst,averagerating,numvotes,primary_title,start_year,runtime_minutes,genres
25573,tt8333792,57,50,Aarudhra,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
68142,tt4110978,57,50,Revenge of the Gweilo,2016,90.0,"Action,Thriller"
52436,tt9857170,57,49,Seinäjoen arabikevät,2019,90.0,Documentary
56647,tt5835718,57,49,Unterwäschelügen,2016,81.0,Drama
58929,tt7016060,57,49,McBetter,2018,75.0,"Horror,Mystery"
7544,tt1469304,56,137528,Baywatch,2017,116.0,"Action,Comedy,Crime"
13820,tt2120120,56,119789,Pixels,2015,105.0,"Action,Comedy,Sci-Fi"
51653,tt2557478,56,89462,Pacific Rim: Uprising,2018,111.0,"Action,Adventure,Sci-Fi"
55259,tt2548396,56,83179,The Cloverfield Paradox,2018,102.0,"Drama,Horror,Mystery"
73071,tt2592614,56,74979,Resident Evil: The Final Chapter,2016,107.0,"Action,Horror,Sci-Fi"
7255,tt7668842,56,52192,Enes Batur,2018,110.0,Comedy
51454,tt2268016,56,48497,Magic Mike XXL,2015,115.0,"Comedy,Drama,Music"
49674,tt2231253,56,46463,Wild Card,2015,92.0,"Action,Crime,Drama"
29500,tt2932536,56,39060,47 Meters Down,2017,89.0,"Adventure,Drama,Horror"
44389,tt1881002,56,38671,Maggie,2015,95.0,"Drama,Horror"
58761,tt3401882,56,35136,Fist Fight,2017,91.0,Comedy
1145,tt0462335,56,33746,High-Rise,2015,119.0,"Drama,Horror,Sci-Fi"
34190,tt4481514,56,33365,The House,2017,88.0,"Comedy,Crime"
49401,tt0491175,56,31294,Suburbicon,2017,105.0,"Comedy,Crime,Drama"
65798,tt3247714,56,28614,Survivor,2015,96.0,"Action,Crime,Thriller"
23749,tt5057140,56,26796,Hold the Dark,2018,125.0,"Adventure,Drama,Horror"
38192,tt2072233,56,25827,Sleepless,2017,95.0,"Action,Crime,Thriller"
64681,tt6781982,56,23501,Night School,2018,111.0,Comedy
63790,tt1798603,56,20146,Bad Santa 2,2016,92.0,"Comedy,Crime,Drama"
30564,tt2401097,56,17147,Tracers,2015,94.0,"Action,Crime,Drama"
54486,tt5316540,56,15078,Close,2019,94.0,"Action,Thriller"
499,tt7451284,56,13943,Batman Ninja,2018,85.0,"Action,Animation"
57546,tt4913966,56,12727,The Curse of La Llorona,2019,93.0,"Horror,Mystery,Thriller"
23915,tt5664636,56,11459,Goosebumps 2: Haunted Halloween,2018,90.0,"Adventure,Comedy,Family"
45252,tt3610746,56,10798,Don't Hang Up,2016,83.0,"Horror,Thriller"
31481,tt5143226,56,10731,12 Feet Deep,2017,85.0,"Horror,Thriller"
16504,tt3799372,56,10095,6 Years,2015,79.0,"Drama,Romance"
36988,tt2865120,56,9033,Ratchet & Clank,2016,94.0,"Action,Adventure,Animation"
48684,tt3862750,56,8998,The Perfect Guy,2015,100.0,"Crime,Drama,Horror"
69282,tt3864024,56,8727,Lazer Team,2015,102.0,"Action,Comedy,Sci-Fi"
56231,tt4281724,56,8562,Terrifier,2016,82.0,"Horror,Thriller"
19133,tt3282858,56,8175,Naomi and Ely's No Kiss List,2015,89.0,"Comedy,Drama,Romance"
26992,tt5254868,56,8063,The Thinning,2016,81.0,"Action,Drama,Horror"
26972,tt5179598,56,7825,Billionaire Boys Club,2018,108.0,"Biography,Drama,Thriller"
7992,tt4126476,56,7699,After,2019,105.0,"Drama,Romance"
57620,tt5129682,56,6981,King Cobra,2016,91.0,"Comedy,Crime,Drama"
6833,tt5616294,56,6872,Spinning Man,2018,100.0,"Drama,Mystery,Thriller"
23616,tt4536768,56,6288,The Osiris Child,2016,95.0,"Action,Adventure,Drama"
61488,tt3137764,56,6167,Staten Island Summer,2015,108.0,Comedy
30919,tt3255590,56,5825,El Camino Christmas,2017,89.0,"Comedy,Crime"
52288,tt7957694,56,5638,The Last Summer,2019,109.0,Comedy
10062,tt4814760,56,5412,Here Alone,2016,98.0,"Drama,Horror,Sci-Fi"
3152,tt1230213,56,5042,Bound to Vengeance,2015,93.0,"Horror,Thriller"
25350,tt6859762,56,5033,The Little Stranger,2018,111.0,"Drama,Horror,Mystery"
7993,tt4130484,56,4815,Demon House,2018,111.0,"Horror,Thriller"
13276,tt7042862,56,4566,The Man Who Killed Hitler and Then The Bigfoot,2018,98.0,"Adventure,Drama,Sci-Fi"
43149,tt3560148,56,4013,"Fear, Inc.",2016,90.0,"Action,Comedy,Horror"
21905,tt2885628,56,4010,Nina Forever,2015,98.0,"Comedy,Drama,Horror"
64787,tt7427356,56,3548,The Last Laugh,2019,98.0,Comedy
69921,tt6163356,56,3504,Michael Moore in TrumpLand,2016,73.0,Documentary
12969,tt3096858,56,3474,They're Watching,2016,95.0,"Comedy,Horror,Thriller"
41070,tt2088950,56,3462,The Show,2017,104.0,"Drama,Game-Show,Thriller"
11761,tt4392770,56,3432,Always Shine,2016,85.0,"Drama,Thriller"
19225,tt3513054,56,3239,Last Days in the Desert,2015,98.0,"Adventure,Drama"
31837,tt6516314,56,3237,Piercing,2018,81.0,"Horror,Mystery,Thriller"
23030,tt7052244,56,3179,Robin Hood: The Rebellion,2018,92.0,"Action,Adventure,History"
43143,tt3547682,56,2993,What We Become,2015,85.0,"Horror,Thriller"
57903,tt6272828,56,2989,Mubarakan,2017,156.0,"Comedy,Romance"
58906,tt6832388,56,2917,The Dark,2018,95.0,"Drama,Fantasy,Horror"
63434,tt1002563,56,2882,The Young Messiah,2016,111.0,"Drama,Fantasy"
16278,tt1655461,56,2876,Wild Oats,2016,86.0,"Action,Adventure,Comedy"
49305,tt5990066,56,2844,Bad Match,2017,90.0,Thriller
24209,tt3727982,56,2667,Ava's Possessions,2015,89.0,"Comedy,Horror,Mystery"
35504,tt3093286,56,2595,The American Side,2016,90.0,"Drama,Mystery,Thriller"
9575,tt5535942,56,2565,Küçük Esnaf,2016,104.0,"Action,Adventure,Comedy"
10885,tt2201532,56,2529,Guns for Hire,2015,83.0,"Comedy,Drama,Thriller"
50157,tt3343784,56,2447,Entertainment,2015,103.0,Drama
22501,tt4686862,56,2431,Almost Adults,2016,90.0,"Comedy,Drama"
40538,tt0339736,56,2420,The Evil Within,2017,98.0,Horror
27613,tt8426594,56,2366,The Wind,2018,86.0,"Horror,Western"
11733,tt4269746,56,2354,The Matchbreaker,2016,94.0,"Comedy,Romance"
50262,tt3584354,56,2328,Man Vs.,2015,87.0,"Horror,Sci-Fi,Thriller"
47348,tt6262764,56,2297,Rip Tide,2017,85.0,Family
68649,tt5785116,56,2293,Begum Jaan,2017,128.0,"Action,Drama,History"
49275,tt5881528,56,2253,Damsel,2018,113.0,"Comedy,Drama,Western"
10341,tt5866930,56,2210,The Adventurers,2017,140.0,"Action,Adventure,Crime"
46826,tt4470266,56,2114,Numb,2015,90.0,"Mystery,Thriller"
33057,tt3417854,56,2111,Pocket Listing,2015,92.0,"Comedy,Crime,Thriller"
56338,tt4715356,56,2105,Money,2016,86.0,"Crime,Mystery,Thriller"
35515,tt3121332,56,2099,Nasty Baby,2015,101.0,Drama
60320,tt6081670,56,2074,Possum,2018,85.0,"Drama,Horror,Thriller"
19612,tt9426186,56,2067,Revenger,2018,101.0,"Action,Crime,Thriller"
53469,tt6155194,56,2054,Best F(r)iends: Volume 1,2017,108.0,"Comedy,Drama,Thriller"
68254,tt4466894,56,1943,Sahara,2017,86.0,"Adventure,Animation,Comedy"
42903,tt2936390,56,1916,Battle Drone,2018,93.0,"Action,Sci-Fi"
9777,tt6229852,56,1881,Deli Ask,2017,104.0,"Comedy,Romance"
31275,tt4327752,56,1841,Lady Bloodfight,2016,100.0,"Action,Crime,Drama"
5524,tt3608646,56,1812,Mythica: The Necromancer,2015,93.0,"Action,Adventure,Fantasy"
18362,tt6349302,56,1809,Sniper: Ultimate Kill,2017,90.0,"Action,Drama,Thriller"
54577,tt5687040,56,1786,Ismael's Ghosts,2017,114.0,"Drama,Romance,Thriller"
65837,tt3334418,56,1733,Living Among Us,2018,87.0,"Comedy,Fantasy,Horror"
6448,tt4201004,56,1704,The Manny,2015,110.0,"Comedy,Drama"
38719,tt3055402,56,1629,SuperBob,2015,82.0,"Action,Comedy,Romance"
68507,tt5259966,56,1595,No manches Frida,2016,114.0,Comedy
24613,tt5240748,56,1526,Brahman Naman,2016,95.0,Comedy
17746,tt3983464,56,1525,O Pátio das Cantigas,2015,108.0,Comedy
9325,tt4555594,56,1466,How Sarah Got Her Wings,2015,88.0,"Drama,Fantasy"
71924,tt4338154,56,1444,Hawaizaada,2015,148.0,"Biography,Drama"
19407,tt7510798,56,1386,Maari 2,2018,143.0,"Action,Comedy"
4482,tt7897478,56,1348,Damascus Time,2018,113.0,"Action,Drama,Thriller"
60044,tt5038448,56,1345,Bruce Lee: The Fighter,2015,151.0,"Action,Comedy"
33735,tt5861882,56,1329,Sleep No More,2017,91.0,Horror
70934,tt3488184,56,1325,7 Chinese Brothers,2015,76.0,Comedy
46742,tt4149732,56,1320,Crush the Skull,2015,80.0,"Comedy,Horror,Thriller"
71397,tt1235187,56,1302,Where Hands Touch,2018,122.0,"Drama,Romance,War"
3544,tt6791886,56,1293,Como se Tornar o Pior Aluno da Escola,2017,106.0,Comedy
68791,tt6336270,56,1272,The Girl from the Song,2017,102.0,"Drama,Music,Romance"
2022,tt7689906,56,1269,Monsters and Men,2018,96.0,"Crime,Drama,Thriller"
6639,tt4864624,56,1235,Hollow in the Land,2017,92.0,"Drama,Mystery,Thriller"
33868,tt6352548,56,1234,Poster Boys,2017,128.0,Comedy
51058,tt6285672,56,1182,Breaking & Exiting,2018,78.0,Comedy
5887,tt9032888,56,1166,Good Sam,2019,89.0,Comedy
23857,tt5445074,56,1146,Pass Thru,2016,90.0,"Drama,Fantasy,Sci-Fi"
16825,tt5003186,56,1141,Plan de fuga,2016,105.0,"Crime,Drama,Thriller"
29827,tt3725026,56,1138,Kanchana 2,2015,166.0,"Comedy,Horror,Romance"
72180,tt5318534,56,1137,People You May Know,2017,92.0,"Comedy,Drama,Romance"
22625,tt5198670,56,1121,Where Is Kyra?,2017,98.0,Drama
54429,tt5162658,56,1103,Gold,2017,103.0,"Adventure,Drama,History"
17047,tt5869350,56,1079,Morran & Tobias - Som en skänk från ovan,2016,99.0,Comedy
56269,tt4466362,56,1055,"Connasse, princesse des coeurs",2015,80.0,Comedy
59853,tt4422164,56,1047,Smoking Guns,2016,93.0,"Comedy,Crime,Drama"
68347,tt4766604,56,1029,Highway to Hellas,2015,88.0,Comedy
8621,tt6566768,56,1017,Native Son,2019,104.0,Drama
56710,tt6076226,56,1013,Rise of the Footsoldier 3,2017,99.0,"Action,Comedy,Crime"
47580,tt4172146,56,1012,Summer of 8,2016,88.0,"Comedy,Drama,Romance"
8495,tt6046212,56,1001,Do It Like An Hombre,2017,109.0,Comedy
24387,tt4415326,56,996,Kaaki Sattai,2015,156.0,Action
64545,tt6138688,56,992,Once Upon a Time,2017,109.0,"Drama,Fantasy,Romance"
11551,tt3687316,56,984,Youth in Oregon,2016,105.0,"Comedy,Drama"
48060,tt5980232,56,983,Kaashmora,2016,163.0,"Action,Comedy,Fantasy"
6749,tt5222578,56,981,3 Things,2017,89.0,"Drama,Thriller"
632,tt8510324,56,975,Good Game: The Beginning,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Comedy,Drama,Sport"
43150,tt3564574,56,961,Eternity,2016,115.0,Drama
31251,tt4247144,56,934,Bon Bini Holland,2015,85.0,Comedy
61677,tt3613314,56,890,The Ghoul,2016,85.0,"Drama,Thriller"
26729,tt4374856,56,884,Bir Varmis Bir Yokmus,2015,105.0,"Drama,Music,Romance"
59919,tt4623856,56,884,Wolves,2016,109.0,"Drama,Sport"
41958,tt7707314,56,870,Lionheart,2018,95.0,Comedy
10298,tt5705058,56,854,Marie Curie: The Courage of Knowledge,2016,100.0,"Biography,Drama,Romance"
11729,tt4242100,56,830,My Father Die,2016,102.0,"Action,Drama"
58671,tt3165178,56,828,Half Brothers,2015,117.0,"Comedy,Crime,Drama"
49661,tt2215211,56,826,Gangsters Gamblers Geezers,2016,103.0,Comedy
53557,tt6512428,56,812,Indivisible,2018,119.0,"Drama,War"
30970,tt3395582,56,806,Sun Choke,2015,83.0,"Drama,Horror,Mystery"
18297,tt6081632,56,801,Marie-Francine,2017,95.0,Comedy
49086,tt5122374,56,800,Tini: The New Life of Violetta,2016,99.0,"Adventure,Family,Music"
46843,tt4549224,56,797,The Standoff,2016,90.0,Comedy
32904,tt3063470,56,795,Nintendo Quest,2015,91.0,"Adventure,Documentary,Family"
59662,tt3792884,56,752,Alena,2015,83.0,"Drama,Horror,Thriller"
10057,tt4789822,56,741,Pickings,2018,103.0,"Action,Crime,Drama"
66870,tt2608030,56,740,Loaded,2015,90.0,"Comedy,Drama"
24758,tt5775194,56,737,Kung Fu Traveler,2017,98.0,"Action,Sci-Fi,Thriller"
60350,tt6197094,56,732,Beata ignoranza,2017,102.0,Comedy
11864,tt4840666,56,721,Looney Tunes: Rabbits Run,2015,74.0,"Adventure,Animation,Comedy"
68627,tt5680744,56,712,Permitidos,2016,106.0,"Comedy,Romance"
27148,tt5903358,56,686,The Nursery,2018,87.0,"Horror,Mystery,Thriller"
15125,tt5758726,56,685,Mega Time Squad,2018,86.0,"Action,Adventure,Comedy"
53224,tt5164446,56,683,Road to Mars,2017,93.0,"Adventure,Comedy,Drama"
45247,tt3605266,56,671,Everything Beautiful Is Far Away,2017,91.0,"Fantasy,Sci-Fi"
6696,tt5039578,56,668,The Year of Spectacular Men,2017,102.0,"Comedy,Drama,Romance"
31448,tt5051356,56,654,The High Frontier,2016,98.0,"Action,Drama,Thriller"
58701,tt3257550,56,654,Hard Sell,2016,96.0,Comedy
25466,tt7512574,56,643,Addio fottuti musi verdi,2017,93.0,"Action,Comedy,Sci-Fi"
49315,tt6039372,56,639,Rift,2017,111.0,"Drama,Horror,Mystery"
69667,tt5213744,56,639,Jessica Darling's It List,2016,79.0,Family
69288,tt3886604,56,635,Between Us,2016,100.0,"Comedy,Drama,Romance"
69526,tt4696310,56,629,People You May Know,2016,101.0,"Comedy,Drama"
37262,tt3597448,56,624,Girl on the Edge,2015,100.0,"Drama,Family"
31193,tt4063178,56,620,The Dog Lover,2016,101.0,Drama
59278,tt1225856,56,613,Retina,2017,87.0,"Drama,Thriller"
16624,tt4230876,56,592,8 novykh svidaniy,2015,86.0,"Comedy,Fantasy"
22312,tt4024210,56,582,UNindian,2015,102.0,"Comedy,Drama,Romance"
13541,tt9081562,56,566,More Than Blue,2018,105.0,Romance
5565,tt6685596,56,562,Maya the Bee: The Honey Games,2018,85.0,"Adventure,Animation,Comedy"
21259,tt9617546,56,559,I'm Just F*cking With You,2019,81.0,"Comedy,Horror"
35413,tt2818252,56,550,Couple in a Hole,2015,105.0,"Drama,Thriller"
53705,tt1472460,56,546,Paint It Black,2016,97.0,Drama
37460,tt7639694,56,543,Sagu & Pagu: Büyük Define,2017,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Animation
28495,tt4970038,56,539,Iron Protector,2016,93.0,Action
64851,tt7768846,56,539,Pass Over,2018,74.0,Drama
5684,tt7422790,56,534,Dua Et Kardesiz,2018,97.0,Comedy
50077,tt3130302,56,525,Sucker,2015,90.0,Comedy
53966,tt3681470,56,522,Vai Raja Vai,2015,118.0,"Comedy,Thriller"
40835,tt1759744,56,519,Charlie Says,2018,104.0,"Biography,Crime,Drama"
72431,tt6194520,56,519,Daddy Cool,2017,97.0,Comedy
49219,tt5663298,56,518,Barracuda,2017,100.0,"Drama,Music,Thriller"
46965,tt4959326,56,515,Size Zero,2015,125.0,"Comedy,Romance"
35484,tt3028418,56,494,Just a Little Chemistry,2015,111.0,"Comedy,Romance"
37306,tt6686700,56,484,Don't. Get. Out!,2018,109.0,Thriller
27005,tt5310594,56,479,El-Haram el-Rabe,2016,92.0,"Comedy,Drama,Thriller"
13260,tt6947294,56,478,Les ex,2017,84.0,Comedy
7167,tt7127652,56,477,Ayat-Ayat Cinta 2,2017,125.0,Drama
12223,tt6140580,56,474,Off the Menu,2018,96.0,"Comedy,Romance"
7960,tt4040042,56,467,The Boss's Daughter,2015,98.0,"Comedy,Drama,Romance"
11643,tt3975072,56,446,Rudý kapitán,2016,115.0,"Crime,Mystery,Thriller"
13311,tt7262206,56,435,Karuppan,2017,144.0,"Action,Thriller"
47585,tt4185862,56,435,Cat Sick Blues,2015,94.0,Horror
15977,tt8178958,56,433,Generation Iron 3,2018,95.0,Documentary
17991,tt4906686,56,432,All Hallows' Eve,2016,92.0,Family
1941,tt7156436,56,431,Take Point,2018,119.0,Action
9067,tt3664992,56,429,MDMA,2017,98.0,"Crime,Drama"
71880,tt4155534,56,425,Animal Crackers,2017,94.0,"Adventure,Animation,Comedy"
34363,tt5073746,56,423,Snervous Tyler Oakley,2015,82.0,Documentary
43539,tt4835394,56,414,Io che amo solo te,2015,102.0,Comedy
52975,tt4179040,56,408,De Reünie,2015,99.0,"Horror,Thriller"
43138,tt3526470,56,403,The Operative,2015,97.0,"Crime,Drama,Thriller"
6619,tt4816906,56,399,Naciye,2015,81.0,"Drama,Horror,Mystery"
446,tt7223050,56,398,The Brink,2017,101.0,"Action,Crime,Thriller"
43670,tt5252396,56,396,Open at Night,2016,97.0,"Comedy,Drama"
47821,tt5046504,56,393,Entre Idas e Vindas,2016,100.0,"Comedy,Drama"
46756,tt4195148,56,392,Familieweekend,2016,84.0,Comedy
54748,tt6368324,56,392,The Bad Twin,2016,90.0,Thriller
5456,tt3446906,56,390,Joker Game,2015,106.0,"Action,Thriller"
64402,tt5609302,56,386,The Mobfathers,2016,94.0,"Comedy,Crime"
47216,tt5782146,56,383,The Man with the Magic Box,2017,103.0,"Drama,Romance,Sci-Fi"
48717,tt4007016,56,383,Harbinger,2015,84.0,"Fantasy,Horror,Thriller"
28838,tt6388074,56,382,Viper Club,2018,109.0,Drama
51018,tt6149802,56,380,The Relationtrip,2017,90.0,Comedy
50844,tt5508592,56,376,Leela,2016,101.0,Drama
53091,tt4614940,56,372,Off the Map,2016,98.0,"Comedy,Drama,Romance"
37493,tt7897432,56,365,Istanbul Junction,2018,99.0,"Action,Drama,Thriller"
57601,tt5078812,56,365,Mr. Airavata,2015,157.0,Action
12824,tt2654522,56,364,I Remember You,2015,86.0,"Drama,Romance,Sci-Fi"
47351,tt6265536,56,358,The Envelope,2017,76.0,"Horror,Thriller"
18228,tt5846628,56,351,Dark Meridian,2017,91.0,"Crime,Thriller"
21125,tt7969042,56,347,Social Animals,2018,86.0,Documentary
34576,tt5876318,56,345,Hartenstrijd,2016,90.0,Comedy
10520,tt6620266,56,341,Lakshyam,2017,120.0,"Action,Adventure,Thriller"
68637,tt5750534,56,326,Tracktown,2016,88.0,"Drama,Sport"
23042,tt7117594,56,324,To Dust,2018,105.0,"Comedy,Drama"
14499,tt3626076,56,322,Rodina,2015,110.0,Drama
51638,tt2516966,56,320,1974: La posesión de Altair,2016,82.0,"Horror,Mystery,Sci-Fi"
9455,tt5040624,56,316,Ignatius of Loyola,2016,118.0,"Action,Biography,Drama"
12168,tt5954304,56,316,The Dragon Spell,2016,85.0,"Adventure,Animation,Comedy"
14937,tt5070076,56,316,El Candidato,2016,80.0,Comedy
30971,tt3398808,56,311,El club de los buenos infieles,2017,90.0,Comedy
9084,tt3701862,56,309,Fragments of Love,2016,100.0,Drama
23104,tt7549884,56,308,A Special Lady,2017,91.0,"Action,Crime"
69311,tt3954876,56,307,Don Quixote,2015,83.0,"Adventure,Drama,Family"
57520,tt4805816,56,306,Love and Fury,2016,94.0,"Drama,Romance"
59099,tt7950334,56,306,The Mountain,2018,106.0,Drama
50565,tt4528386,56,305,¡Asu Mare! 2,2015,100.0,"Biography,Comedy"
13366,tt7594378,56,304,Kalyanam,2018,116.0,"Comedy,Romance"
18239,tt5896568,56,302,Age of Summer,2018,88.0,"Comedy,Drama,Romance"
39171,tt7981182,56,302,Danur 2: Maddah,2018,92.0,Horror
7175,tt7195416,56,300,Demi soeurs,2018,100.0,Comedy
28821,tt6292090,56,293,My Name Is Thomas,2018,96.0,Drama
47112,tt5449214,56,292,Park,2016,100.0,Drama
70989,tt6597246,56,291,Back Home,2018,103.0,Comedy
58652,tt3130594,56,284,Juggernaut,2017,105.0,"Crime,Drama,Family"
51614,tt2463842,56,282,Blockbuster,2018,85.0,Comedy
25496,tt7753158,56,281,Carga,2018,113.0,Drama
13271,tt7011436,56,277,Diving,2017,102.0,Drama
68585,tt5579982,56,275,Apple of My Eye,2017,84.0,Family
48682,tt3855834,56,272,Musical Chairs,2015,83.0,"Comedy,Drama"
59812,tt4248930,56,272,Flowers,2015,79.0,"Horror,Mystery,Thriller"
53426,tt6032878,56,271,The Wrong Mother,2017,86.0,"Drama,Thriller"
16520,tt3854802,56,269,Les bêtises,2015,79.0,Comedy
47979,tt5645932,56,265,Beautifully Broken,2018,108.0,Drama
30048,tt8115282,56,263,Planeta Singli 2,2018,119.0,"Comedy,Romance"
43442,tt4470172,56,262,Guruldayan Kalpler,2015,97.0,"Comedy,Drama"
69876,tt6012792,56,262,Golden Years,2017,103.0,Drama
12058,tt5563194,56,260,Take Me Home,2016,94.0,Horror
44054,tt7009250,56,260,The Wrong Son,2018,87.0,Thriller
2955,tt3385334,56,258,Naz & Maalik,2015,86.0,"Adventure,Comedy,Drama"
43176,tt3630652,56,255,Borealis,2015,95.0,"Comedy,Crime,Drama"
16663,tt4323572,56,254,Finding Sofia,2016,112.0,"Comedy,Drama,Romance"
43481,tt4616292,56,253,Encore heureux,2015,93.0,Drama
6577,tt4657092,56,252,Qualquer Gato Vira-Lata 2,2015,107.0,"Comedy,Romance"
60110,tt5271120,56,252,The Christmas Project,2016,92.0,Family
25542,tt8077180,56,248,Put Seylere,2017,100.0,Drama
64615,tt6438398,56,244,Catacombe,2018,92.0,Drama
53047,tt4460624,56,243,The Marker,2017,80.0,"Crime,Thriller"
37540,tt8344532,56,238,Tej... I Love You,2018,122.0,Romance
55565,tt3329554,56,238,My Favorite Five,2015,92.0,"Comedy,Romance"
57510,tt4773438,56,238,Psychic Kusuo,2017,97.0,Comedy
47735,tt4695434,56,234,Kümes,2015,87.0,Drama
24874,tt6208374,56,231,Pyppin Chuvattile Pranayam,2017,134.0,"Comedy,Drama,Romance"
18320,tt6164698,56,230,The Heart,2018,100.0,Drama
63812,tt3674410,56,229,Lovemilla,2015,95.0,"Comedy,Romance,Sci-Fi"
46884,tt4672350,56,228,India Pakistan,2015,157.0,"Comedy,Romance"
68658,tt5822160,56,228,Unexpected Journey,2017,78.0,"Comedy,Drama"
16523,tt3863140,56,227,Die Kleinen und die Bösen,2015,88.0,"Comedy,Drama"
52156,tt7115980,56,227,When Jeff Tried to Save the World,2018,93.0,"Comedy,Drama"
60354,tt6219484,56,227,A House on 41st Street,2016,86.0,"Crime,Drama"
68487,tt5193658,56,225,The Mason Brothers,2017,114.0,"Crime,Drama,Thriller"
11096,tt2476294,56,224,Moscow Never Sleeps,2017,100.0,Drama
13174,tt3583382,56,221,The Night Is Young,2015,91.0,"Comedy,Romance"
14899,tt4882692,56,221,Love 24x7,2015,136.0,Romance
16514,tt3830574,56,221,Badlands of Kain,2016,108.0,"Horror,Mystery,Thriller"
48963,tt4762826,56,220,Innimey Ippadithaan,2015,134.0,"Comedy,Romance"
13198,tt3665860,56,219,Armi Alive!,2015,84.0,"Biography,Drama"
56207,tt4184744,56,218,Full of Grace,2015,83.0,"Drama,History"
64442,tt5740852,56,218,All Creatures Here Below,2018,91.0,Drama
58450,tt2580658,56,215,La scelta,2015,86.0,Drama
3575,tt6962260,56,214,Green Butterflies,2017,101.0,Drama
13473,tt8354642,56,214,The Gate: Dawn of the Baha'i Faith,2018,60.0,Documentary
46974,tt4982870,56,212,The Sun at Midnight,2016,93.0,"Adventure,Drama"
34440,tt5324364,56,208,Assolo,2016,97.0,Comedy
65218,tt2078693,56,208,O Vendedor de Passados,2015,100.0,Drama
